step_id,agent_id,email_id,source,actual_class,workday_hour,time_of_day,suspicion_threshold,max_cues_processed,age,education_level,job_complexity,cues_extracted,decision,suspicion_counter,cues_scanned,cues_perceived,total_fatigue,final_jp,fpl
7574,agent_006,75,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7575,agent_006,76,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7576,agent_006,77,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7577,agent_006,78,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7578,agent_006,79,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7579,agent_006,80,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7580,agent_006,81,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7581,agent_006,82,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7582,agent_006,83,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7583,agent_006,84,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.537,0.282
7584,agent_006,85,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7585,agent_006,86,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7586,agent_006,87,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7587,agent_006,88,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7588,agent_006,89,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7589,agent_006,90,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7590,agent_006,91,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7591,agent_006,92,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'spelling_grammar']",4.664,1.537,0.282
7592,agent_006,93,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7593,agent_006,94,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7594,agent_006,95,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7595,agent_006,96,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['spelling_grammar'],4.664,1.537,0.282
7596,agent_006,97,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7597,agent_006,98,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7598,agent_006,99,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7599,agent_006,100,spamassassin_ham,0,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7600,agent_006,101,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,5,clicked,3,5,"['emotional_appeal', 'suspicious_sender', 'suspicious_link']",4.664,1.537,0.282
7601,agent_006,102,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7602,agent_006,103,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7603,agent_006,104,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7604,agent_006,105,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'spelling_grammar']",4.664,1.537,0.282
7605,agent_006,106,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['urgency'],4.664,1.537,0.282
7606,agent_006,107,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7607,agent_006,108,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7608,agent_006,109,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7609,agent_006,110,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7610,agent_006,111,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7611,agent_006,112,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['urgency'],4.664,1.537,0.282
7612,agent_006,113,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7613,agent_006,114,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7614,agent_006,115,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['spelling_grammar'],4.664,1.537,0.282
7615,agent_006,116,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7616,agent_006,117,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7617,agent_006,118,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,0,2,[],4.664,1.537,0.282
7618,agent_006,119,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7619,agent_006,120,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7620,agent_006,121,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7621,agent_006,122,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7622,agent_006,123,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7623,agent_006,124,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['spelling_grammar', 'urgency']",4.664,1.537,0.282
7624,agent_006,125,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7625,agent_006,126,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7626,agent_006,127,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7627,agent_006,128,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7628,agent_006,129,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7629,agent_006,130,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7630,agent_006,131,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7631,agent_006,132,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7632,agent_006,133,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.537,0.282
7633,agent_006,134,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7634,agent_006,135,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7635,agent_006,136,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,0,2,[],4.664,1.537,0.282
7636,agent_006,137,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7637,agent_006,138,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7638,agent_006,139,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7639,agent_006,140,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7640,agent_006,141,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7641,agent_006,142,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7642,agent_006,143,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['urgency'],4.664,1.537,0.282
7643,agent_006,144,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['spelling_grammar', 'urgency']",4.664,1.537,0.282
7644,agent_006,145,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['urgency'],4.664,1.537,0.282
7645,agent_006,146,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['spelling_grammar'],4.664,1.537,0.282
7646,agent_006,147,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['spelling_grammar', 'urgency']",4.664,1.537,0.282
7647,agent_006,148,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['spelling_grammar'],4.664,1.537,0.282
7648,agent_006,149,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7649,agent_006,150,phishbowl,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,3,3,"['urgency', 'spelling_grammar', 'generic_greeting']",4.664,1.537,0.282
7650,agent_006,151,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7651,agent_006,152,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7652,agent_006,153,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7653,agent_006,154,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7654,agent_006,155,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7655,agent_006,156,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7656,agent_006,157,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7657,agent_006,158,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7658,agent_006,159,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7659,agent_006,160,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7660,agent_006,161,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7661,agent_006,162,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7662,agent_006,163,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7663,agent_006,164,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7664,agent_006,165,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7665,agent_006,166,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7666,agent_006,167,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7667,agent_006,168,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.537,0.282
7668,agent_006,169,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7669,agent_006,170,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7670,agent_006,171,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7671,agent_006,172,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7672,agent_006,173,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7673,agent_006,174,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7674,agent_006,175,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7675,agent_006,176,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7676,agent_006,177,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7677,agent_006,178,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7678,agent_006,179,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7679,agent_006,180,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7680,agent_006,181,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7681,agent_006,182,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7682,agent_006,183,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7683,agent_006,184,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7684,agent_006,185,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7685,agent_006,186,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7686,agent_006,187,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7687,agent_006,188,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['suspicious_link'],4.664,1.537,0.282
7688,agent_006,189,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['suspicious_link', 'personal_info']",4.664,1.537,0.282
7689,agent_006,190,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.537,0.282
7690,agent_006,191,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7691,agent_006,192,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7692,agent_006,193,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7693,agent_006,194,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,1,1,['personal_info'],4.664,1.537,0.282
7694,agent_006,195,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7695,agent_006,196,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.537,0.282
7696,agent_006,197,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7697,agent_006,198,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7698,agent_006,199,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7699,agent_006,200,plain_llm,1,8.0,8am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.537,0.282
7700,agent_006,201,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,4,clicked,3,4,"['personal_info', 'urgency', 'threats']",4.664,1.537,0.282
7701,agent_006,202,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['threats', 'personal_info']",4.664,1.537,0.282
7702,agent_006,203,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7703,agent_006,204,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7704,agent_006,205,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7705,agent_006,206,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7706,agent_006,207,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7707,agent_006,208,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7708,agent_006,209,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['urgency', 'threats']",4.664,1.537,0.282
7709,agent_006,210,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7710,agent_006,211,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7711,agent_006,212,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7712,agent_006,213,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['urgency', 'personal_info']",4.664,1.537,0.282
7713,agent_006,214,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,3,3,"['urgency', 'personal_info', 'suspicious_link']",4.664,1.537,0.282
7714,agent_006,215,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,4,clicked,2,4,"['suspicious_link', 'urgency']",4.664,1.537,0.282
7715,agent_006,216,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7716,agent_006,217,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7717,agent_006,218,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,1,3,['personal_info'],4.664,1.537,0.282
7718,agent_006,219,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7719,agent_006,220,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['personal_info', 'suspicious_link']",4.664,1.537,0.282
7720,agent_006,221,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7721,agent_006,222,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7722,agent_006,223,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['urgency'],4.664,1.537,0.282
7723,agent_006,224,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,4,clicked,2,4,"['urgency', 'threats']",4.664,1.537,0.282
7724,agent_006,225,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7725,agent_006,226,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7726,agent_006,227,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,3,3,"['threats', 'urgency', 'personal_info']",4.664,1.537,0.282
7727,agent_006,228,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7728,agent_006,229,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7729,agent_006,230,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7730,agent_006,231,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['personal_info', 'urgency']",4.664,1.537,0.282
7731,agent_006,232,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7732,agent_006,233,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,0,2,[],4.664,1.537,0.282
7733,agent_006,234,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7734,agent_006,235,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7735,agent_006,236,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7736,agent_006,237,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,3,3,"['urgency', 'threats', 'personal_info']",4.664,1.537,0.282
7737,agent_006,238,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['personal_info', 'urgency']",4.664,1.537,0.282
7738,agent_006,239,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7739,agent_006,240,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7740,agent_006,241,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7741,agent_006,242,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7742,agent_006,243,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,3,3,"['threats', 'personal_info', 'urgency']",4.664,1.537,0.282
7743,agent_006,244,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7744,agent_006,245,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7745,agent_006,246,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7746,agent_006,247,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,1,2,['personal_info'],4.664,1.537,0.282
7747,agent_006,248,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,0,2,[],4.664,1.537,0.282
7748,agent_006,249,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,2,clicked,2,2,"['urgency', 'personal_info']",4.664,1.537,0.282
7749,agent_006,250,hybrid_vtriad,1,8.0,8am,5,11,25.5,2.0,2.0,3,clicked,2,3,"['threats', 'personal_info']",4.664,1.537,0.282
7750,agent_006,1,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7751,agent_006,2,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_link'],4.664,1.494,0.287
7752,agent_006,3,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7753,agent_006,4,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['too_good_true'],4.664,1.494,0.287
7754,agent_006,5,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['spelling_grammar'],4.664,1.494,0.287
7755,agent_006,6,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['spelling_grammar'],4.664,1.494,0.287
7756,agent_006,7,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7757,agent_006,8,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7758,agent_006,9,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.494,0.287
7759,agent_006,10,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['suspicious_sender'],4.664,1.494,0.287
7760,agent_006,11,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7761,agent_006,12,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['spelling_grammar'],4.664,1.494,0.287
7762,agent_006,13,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
7763,agent_006,14,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,0,1,[],4.664,1.494,0.287
7764,agent_006,15,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['too_good_true'],4.664,1.494,0.287
7765,agent_006,16,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,1,clicked,1,1,['generic_greeting'],4.664,1.494,0.287
7766,agent_006,17,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,2,clicked,1,2,['emotional_appeal'],4.664,1.494,0.287
7767,agent_006,18,spamassassin_ham,0,10.0,10am,5,11,25.5,2.0,2.0,0,clicked,0,0,[],4.664,1.494,0.287
